,metrics,score
0,loss,0.28528673246048425
1,Smiling_loss,0.2009783387184143
2,Male_loss,0.08430837094783783
3,Smiling_binary_accuracy,0.9226023554801941
4,Male_eo_accuracy,0.6133627891540527
